ImageNumber,ObjectNumber,FileName_Blue,FileName_FarRed,FileName_Green,FileName_Red,PathName_Blue,PathName_FarRed,PathName_Green,PathName_Red,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Cytoplasm
2,14,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,606,380,494,306,541.4597325,347.1599782,0,14,33
2,15,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,761,384,687,302,728.1459566,339.4289941,0,15,35
2,16,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,320,435,228,335,270.9501926,396.9029525,0,16,37
2,17,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,716,457,663,395,685.2924757,422.7657767,0,17,43
2,18,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,90,526,10,411,45.74026681,479.0936564,0,18,44
2,19,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,658,471,609,413,637.5217391,439.3847826,0,19,47
2,20,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,997,486,912,388,957.241219,443.7747934,0,20,49
2,21,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,463,484,404,438,432.7857143,458.7018634,0,21,51
2,22,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,338,484,261,429,296.420434,456.5904159,0,22,52
2,23,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,836,485,795,419,812.7037037,451.0518519,0,23,53
2,24,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,556,538,489,449,525.9587507,481.7572186,0,24,58
2,25,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,1034,536,987,475,1013.376344,502.6301075,0,25,59
2,26,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,171,549,64,486,126.9829856,518.9361156,0,26,63
2,27,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,949,546,883,483,916.8534572,511.4241486,0,27,66
2,28,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,1002,582,931,514,974.3075862,544.9744828,0,28,69
2,29,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,220,581,169,513,191.8468468,550.6926927,0,29,70
2,30,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,628,577,571,514,596.5611621,548.3379205,0,30,71
2,31,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,1079,607,1012,522,1035.329662,575.2584435,0,31,73
2,32,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,848,588,774,524,814.9246377,553.9942029,0,32,74
2,33,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,415,587,370,539,390.4726989,560.925117,0,33,75
2,34,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,583,585,541,531,562.9022556,556.3859649,0,34,76
2,35,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,305,586,244,546,272.0508744,563.6025437,0,35,77
2,36,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,895,597,843,548,877.1251981,570.0966719,0,36,78
2,37,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,123,604,65,554,93.73825503,578.5050336,0,37,79
2,38,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,388,616,330,549,360.2597526,574.7849667,0,38,80
2,39,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,546,607,499,559,524.097166,583.6052632,0,39,81
2,40,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,166,650,112,576,137.3355263,614.0899123,0,40,85
2,41,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,337,620,273,577,303.3366584,597.2369077,0,41,87
2,42,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,412,639,359,584,377.8622047,608.6387795,0,42,88
2,43,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,484,662,436,589,460.8756158,627.2573892,0,43,89
2,44,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,596,643,545,592,569.4647059,617.4617647,0,44,90
2,45,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,1030,659,951,586,991.1578947,619.4799286,0,45,91
2,46,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,528,661,480,607,504.5480349,632.9454148,0,46,95
2,47,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,865,705,785,643,830.3951389,676.8701389,0,47,100
2,48,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,388,708,316,668,347.547421,684.2911814,0,48,103
2,49,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,227,735,173,684,202.0918033,711.9639344,0,49,106
2,50,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,133,767,7,636,73.11062351,700.900896,0,50,108
2,51,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,611,753,534,679,580.0533088,704.8713235,0,51,109
2,52,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,443,778,277,700,367.7349086,737.4011445,0,52,112
2,53,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,529,777,434,677,471.7397547,715.3915645,0,53,113
2,54,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,218,769,152,734,183.3682589,749.9583975,0,54,114
2,55,r04c02f02p01-ch2sk1fk1fl1.tiff,r04c02f02p01-ch4sk1fk1fl1.tiff,r04c02f02p01-ch3sk1fk1fl1.tiff,r04c02f02p01-ch1sk1fk1fl1.tiff,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,D:\Phenix\EO_20190317_mCherryColocRep1__2019-03-17T18_04_08-Measurement 1\Images,548,842,465,769,501.581054,803.0493662,0,55,121
